feature_x0,feature_x1,target_y
0.579,0.174,0.377
0.118,0.450,0.284
0.580,0.449,0.514
0.178,0.179,0.178
0.744,0.422,0.583
0.548,0.209,0.379
0.118,0.644,0.381
0.054,0.063,0.059
0.053,0.482,0.268
0.294,0.424,0.359
0.363,0.211,0.287
0.484,0.312,0.398
0.554,0.289,0.421
1.000,0.251,0.625
0.396,0.216,0.306
0.079,0.402,0.240
0.247,0.656,0.452
0.238,0.023,0.131
0.843,0.320,0.582
0.155,0.706,0.430
0.958,0.737,0.848
0.994,0.781,0.887
0.661,0.926,0.793
0.111,0.430,0.271
0.128,0.623,0.376
0.476,0.588,0.532
0.024,0.140,0.082
0.827,0.833,0.830
0.120,0.104,0.112
0.811,0.868,0.840
0.360,0.184,0.272
0.346,0.184,0.265
0.094,0.162,0.128
0.277,0.552,0.414
0.208,0.764,0.486
0.009,0.116,0.062
0.343,0.507,0.425
0.546,0.829,0.688
0.366,0.351,0.358
0.119,0.492,0.305
0.240,0.303,0.272
0.839,0.402,0.621
0.268,0.435,0.351
0.624,0.016,0.320
0.868,0.029,0.449
0.344,0.397,0.370
0.500,0.917,0.709
0.177,0.709,0.443
0.186,0.001,0.093
0.168,0.557,0.362
0.175,0.265,0.220
0.785,0.627,0.706
0.234,0.476,0.355
0.989,0.985,0.987
0.276,0.745,0.510
0.969,0.044,0.506
0.737,0.958,0.848
0.535,0.773,0.654
0.970,0.877,0.923
0.107,0.686,0.397
0.247,0.479,0.363
0.964,0.445,0.705
0.053,0.989,0.521
0.986,0.633,0.809
0.714,0.834,0.774
0.746,0.085,0.415
0.841,0.002,0.421
0.448,0.225,0.337
0.613,0.729,0.671
0.407,0.950,0.678
0.909,0.512,0.711
0.292,0.400,0.346
0.296,0.076,0.186
0.288,0.645,0.467
0.611,0.292,0.452
0.819,0.010,0.414
0.424,0.358,0.391
0.176,0.487,0.332
0.218,0.162,0.190
0.931,0.465,0.698
0.082,0.145,0.114
0.857,0.885,0.871
0.632,0.867,0.750
0.136,0.162,0.149
0.231,0.381,0.306
0.497,0.738,0.618
0.055,0.069,0.062
0.955,0.024,0.489
0.161,0.739,0.450
0.980,0.270,0.625
0.232,0.136,0.184
0.029,0.538,0.283
0.478,0.709,0.594
0.361,0.356,0.358
0.723,0.349,0.536
0.204,0.531,0.367
0.730,0.915,0.823
0.855,0.840,0.848
0.203,0.281,0.242
0.111,0.167,0.139
0.216,0.901,0.558
0.236,0.145,0.191
0.717,0.004,0.360
0.673,0.008,0.341
0.689,0.924,0.806
0.390,0.799,0.595
0.123,0.946,0.534
0.834,0.127,0.480
0.556,0.381,0.469
0.945,0.880,0.912
0.399,0.836,0.618
0.899,0.329,0.614
0.631,0.853,0.742
0.880,0.648,0.764
0.595,0.888,0.742
0.532,0.264,0.398
0.210,0.553,0.382
0.934,0.439,0.686
0.785,0.335,0.560
0.268,0.756,0.512
0.765,0.150,0.458
0.559,0.587,0.573
0.282,0.177,0.230
0.441,0.298,0.369
0.384,0.991,0.688
0.380,0.853,0.617
0.782,0.750,0.766
0.578,0.651,0.615
0.842,0.676,0.759
0.145,0.963,0.554
0.963,0.232,0.598
0.826,0.407,0.617
0.753,0.745,0.749
0.094,0.106,0.100
0.768,0.133,0.451
0.506,0.847,0.676
0.004,0.801,0.403
0.141,0.176,0.159
0.440,0.286,0.363
0.586,0.572,0.579
0.890,0.452,0.671
0.924,0.734,0.829
0.188,0.415,0.301
0.376,0.196,0.286
0.213,0.534,0.373
0.437,0.799,0.618
0.554,0.459,0.506
0.521,0.225,0.373
0.938,0.145,0.541
0.208,0.016,0.112
0.419,0.557,0.488
0.030,0.339,0.184
0.855,0.409,0.632
0.607,0.120,0.363
0.289,0.914,0.602
0.035,0.775,0.405
0.339,0.076,0.207
0.414,0.139,0.277
0.823,0.713,0.768
0.633,0.806,0.720
0.231,0.481,0.356
0.352,0.529,0.441
0.356,0.711,0.533
0.072,0.148,0.110
0.151,0.039,0.095
0.974,0.905,0.940
0.531,0.668,0.600
0.362,0.137,0.249
0.729,0.468,0.599
0.412,0.029,0.221
0.499,0.368,0.433
0.241,0.949,0.595
0.637,0.799,0.718
0.762,0.634,0.698
0.407,0.744,0.576
0.895,0.888,0.891
0.605,0.545,0.575
0.382,0.837,0.610
0.999,0.440,0.720
0.163,0.941,0.552
0.840,0.392,0.616
0.942,0.704,0.823
0.737,0.350,0.543
0.948,0.556,0.752
0.907,0.360,0.633
0.840,0.317,0.579
0.475,0.259,0.367
0.209,0.103,0.156
0.789,0.006,0.398
0.091,0.368,0.230
0.919,0.771,0.845
0.079,0.425,0.252
0.819,0.721,0.770
0.641,0.782,0.712
0.333,0.661,0.497
0.349,0.044,0.197
0.725,0.346,0.535
0.187,0.296,0.241
0.756,0.779,0.767
0.490,0.495,0.492
0.603,0.580,0.592
0.344,0.564,0.454
0.591,0.850,0.721
0.335,0.865,0.600
0.706,0.789,0.748
0.050,0.461,0.256
0.377,0.563,0.470
0.765,0.772,0.768
0.654,0.022,0.338
0.805,0.434,0.620
0.080,0.862,0.471
0.514,0.152,0.333
0.658,0.333,0.495
0.515,0.164,0.340
0.557,0.751,0.654
0.695,0.895,0.795
0.783,0.476,0.629
0.529,0.519,0.524
0.895,0.950,0.922
0.206,0.252,0.229
0.399,0.355,0.377
0.084,0.502,0.293
0.028,0.589,0.308
0.613,0.694,0.653
0.388,0.913,0.650
0.840,0.143,0.491
0.866,0.599,0.733
0.277,0.595,0.436
0.601,0.882,0.742
0.447,0.446,0.447
0.433,0.835,0.634
0.085,0.208,0.146
0.955,0.987,0.971
0.656,0.590,0.623
0.723,0.456,0.590
0.272,0.693,0.482
0.776,0.768,0.772
0.775,0.546,0.660
0.243,0.963,0.603
0.841,0.522,0.681
0.862,0.880,0.871
0.132,0.533,0.333
0.769,0.266,0.517
0.937,0.327,0.632
0.353,0.537,0.445
0.509,0.238,0.373
0.027,0.935,0.481
0.657,0.477,0.567
0.441,0.084,0.263
0.718,0.851,0.784
0.277,0.694,0.485
0.667,0.735,0.701
0.333,0.790,0.561
0.174,0.023,0.099
0.631,0.493,0.562
0.563,0.214,0.389
0.908,0.900,0.904
0.340,0.308,0.324
0.435,0.464,0.450
0.331,0.812,0.572
0.997,0.707,0.852
0.329,0.737,0.533
0.194,0.164,0.179
0.675,0.141,0.408
0.624,0.050,0.337
0.637,0.037,0.337
0.616,0.694,0.655
0.626,0.761,0.694
0.241,0.516,0.379
0.691,0.666,0.678
0.003,0.440,0.222
0.544,0.432,0.488
0.902,0.302,0.602
0.819,0.785,0.802
0.176,0.582,0.379
0.218,0.185,0.202
0.935,0.973,0.954
0.053,0.727,0.390
0.330,0.674,0.502
0.664,0.620,0.642
0.713,0.151,0.432
0.259,0.861,0.560
0.136,0.739,0.438
0.922,0.835,0.878
0.335,0.817,0.576
0.883,0.415,0.649
0.886,0.705,0.795
0.382,0.903,0.642
0.363,0.443,0.403
0.037,0.962,0.499
0.487,0.364,0.425
0.332,0.299,0.316
0.900,0.112,0.506
0.356,0.507,0.431
0.061,0.638,0.349
0.280,0.641,0.461
0.721,0.816,0.768
0.129,0.087,0.108
0.441,0.800,0.621
0.271,0.556,0.413
0.048,0.589,0.319
0.024,0.706,0.365
0.378,0.753,0.566
0.012,0.724,0.368
0.690,0.684,0.687
0.117,0.825,0.471
0.131,0.275,0.203
0.081,0.853,0.467
0.836,0.235,0.535
0.575,0.327,0.451
0.793,0.154,0.473
0.680,0.857,0.768
0.971,0.923,0.947
0.413,0.589,0.501
0.622,0.875,0.749
0.351,0.894,0.623
0.373,0.986,0.679
0.813,0.396,0.605
0.927,0.757,0.842
0.872,0.785,0.829
0.757,0.647,0.702
0.015,0.566,0.290
0.180,0.480,0.330
0.646,0.312,0.479
0.607,0.043,0.325
0.392,0.266,0.329
0.314,0.167,0.240
0.226,0.890,0.558
0.862,0.430,0.646
0.482,0.538,0.510
0.830,0.723,0.776
0.511,0.154,0.333
0.561,0.444,0.502
0.008,0.020,0.014
0.310,0.718,0.514
0.905,0.828,0.867
0.700,0.889,0.794
0.397,0.846,0.622
0.508,0.428,0.468
0.841,0.040,0.441
0.997,0.052,0.524
0.558,0.911,0.735
0.983,0.180,0.582
0.207,0.578,0.393
0.607,0.729,0.668
0.915,0.386,0.650
0.632,0.775,0.704
0.949,0.395,0.672
0.447,0.867,0.657
0.312,0.694,0.503
0.775,0.298,0.536
0.175,0.978,0.577
0.978,0.639,0.808
0.087,0.630,0.358
0.857,0.564,0.711
0.142,0.784,0.463
0.240,0.015,0.128
0.770,0.155,0.463
0.146,0.992,0.569
0.860,0.636,0.748
0.068,0.283,0.175
0.864,0.017,0.441
0.927,0.817,0.872
0.598,0.049,0.324
0.841,0.296,0.569
0.662,0.690,0.676
0.234,0.418,0.326
0.677,0.100,0.389
0.337,0.544,0.441
0.166,0.318,0.242
0.694,0.781,0.738
0.356,0.487,0.421
0.438,0.047,0.242
0.031,0.668,0.349
0.688,0.060,0.374
0.628,0.125,0.377
0.483,0.182,0.333
0.136,0.517,0.327
0.096,0.947,0.521
0.512,0.591,0.551
0.306,0.477,0.392
0.916,0.460,0.688
0.027,0.626,0.327
0.753,0.021,0.387
0.187,0.449,0.318
0.815,0.590,0.703
0.030,0.500,0.265
0.666,0.880,0.773
0.135,0.887,0.511
0.787,0.507,0.647
0.246,0.833,0.539
0.340,0.825,0.583
0.704,0.100,0.402
0.107,0.259,0.183
0.523,0.568,0.545
0.033,0.432,0.233
0.495,0.864,0.679
0.667,0.111,0.389
0.042,0.875,0.459
0.250,0.440,0.345
0.508,0.616,0.562
0.233,0.612,0.422
0.802,0.348,0.575
0.161,0.286,0.224
0.789,0.496,0.642
0.273,0.126,0.200
0.994,0.033,0.513
0.336,0.004,0.170
0.886,0.154,0.520
0.600,0.035,0.318
0.266,0.266,0.266
0.611,0.962,0.786
0.575,0.709,0.642
0.952,0.493,0.723
0.765,0.951,0.858
0.158,0.683,0.420
0.639,0.653,0.646
0.150,0.146,0.148
0.361,0.945,0.653
0.282,0.216,0.249
0.236,0.726,0.481
0.717,0.085,0.401
0.078,0.877,0.477
0.259,0.338,0.298
0.374,0.348,0.361
0.543,0.761,0.652
0.748,0.708,0.728
0.583,0.393,0.488
0.256,0.702,0.479
0.725,0.804,0.764
0.155,0.462,0.308
0.090,0.482,0.286
0.368,0.751,0.559
0.551,0.152,0.351
0.773,0.502,0.637
0.843,0.368,0.606
0.019,0.200,0.110
0.426,0.744,0.585
0.190,0.869,0.529
0.557,0.386,0.471
0.126,0.016,0.071
0.618,0.474,0.546
0.977,0.642,0.809
0.078,0.335,0.206
0.491,0.719,0.605
0.315,0.821,0.568
0.717,0.260,0.488
0.076,0.262,0.169
0.393,0.285,0.339
0.401,0.011,0.206
0.987,0.215,0.601
0.386,0.947,0.666
0.672,0.046,0.359
0.600,0.623,0.612
0.227,0.144,0.185
0.299,0.996,0.647
0.562,0.416,0.489
0.173,0.685,0.429
0.954,0.345,0.649
0.653,0.703,0.678
0.579,0.661,0.620
0.419,0.694,0.556
0.436,0.935,0.685
0.039,0.454,0.246
0.590,0.484,0.537
0.245,0.337,0.291
0.198,0.797,0.497
0.494,0.302,0.398
0.042,0.382,0.212
0.124,0.693,0.408
0.149,0.720,0.434
0.197,0.532,0.364
0.537,0.332,0.434
0.568,0.789,0.678
0.440,0.638,0.539
0.462,0.163,0.312
0.976,0.321,0.648
0.747,0.776,0.761
0.830,0.048,0.439
0.000,0.545,0.273
0.354,0.407,0.381
0.015,0.845,0.430
0.717,0.195,0.456
0.031,0.118,0.074
0.855,0.994,0.924
0.574,0.675,0.625
0.421,0.384,0.403
0.097,0.513,0.305
0.065,0.913,0.489
0.561,0.182,0.371
0.331,0.926,0.628
0.358,0.928,0.643
0.140,0.627,0.384
0.870,0.612,0.741
0.597,0.331,0.464
0.611,0.190,0.401
0.494,0.030,0.262
0.080,0.355,0.217
0.996,0.128,0.562
0.395,0.931,0.663
0.826,0.083,0.455
0.295,0.478,0.387
0.763,0.106,0.434
0.806,0.422,0.614
0.663,0.009,0.336
0.375,0.139,0.257
0.273,0.087,0.180
0.798,0.759,0.778
0.558,0.829,0.694
0.689,0.828,0.758
0.881,0.608,0.745
0.113,0.127,0.120
0.239,0.272,0.256
0.435,0.150,0.292
0.710,0.227,0.469
0.645,0.175,0.410
0.666,0.050,0.358
0.849,0.924,0.886
0.510,0.392,0.451
0.676,0.660,0.668
0.882,0.120,0.501
0.069,0.798,0.433
0.583,0.529,0.556
0.880,0.855,0.868
0.078,0.949,0.513
0.823,0.508,0.665
0.172,0.075,0.123
0.503,0.826,0.664
0.980,0.033,0.506
0.738,0.458,0.598
0.293,0.665,0.479
0.101,0.210,0.155
0.272,0.304,0.288
0.105,0.269,0.187
0.118,0.957,0.537
0.109,0.694,0.402
0.962,0.391,0.676
0.354,0.931,0.642
0.614,0.326,0.470
0.438,0.668,0.553
0.756,0.041,0.399
0.615,0.215,0.415
0.391,0.497,0.444
0.916,0.420,0.668
0.750,0.612,0.681
0.104,0.138,0.121
0.843,0.592,0.718
0.595,0.249,0.422
0.610,0.576,0.593
0.991,0.770,0.880
0.010,0.548,0.279
0.079,0.212,0.145
0.202,0.834,0.518
0.058,0.438,0.248
0.693,0.096,0.395
0.713,0.276,0.494
0.844,0.731,0.787
0.727,0.646,0.686
0.393,0.234,0.314
0.952,0.876,0.914
0.273,0.124,0.199
0.344,0.771,0.557
0.751,0.603,0.677
0.016,0.327,0.172
0.154,0.159,0.157
0.391,0.534,0.463
0.425,0.849,0.637
0.215,0.733,0.474
0.541,0.871,0.706
0.065,0.683,0.374
0.241,0.031,0.136
0.663,0.483,0.573
0.188,0.725,0.457
0.347,0.704,0.525
0.796,0.454,0.625
0.886,0.296,0.591
0.729,0.004,0.366
0.602,0.726,0.664
0.020,0.455,0.237
0.733,0.103,0.418
0.979,0.707,0.843
0.575,0.494,0.534
0.784,0.996,0.890
0.433,0.883,0.658
0.947,0.411,0.679
0.474,0.374,0.424
0.372,0.828,0.600
0.583,0.705,0.644
0.615,0.965,0.790
0.066,0.077,0.071
0.767,0.909,0.838
0.723,0.553,0.638
0.145,0.228,0.186
0.385,0.654,0.519
0.582,0.725,0.653
0.016,0.570,0.293
0.791,0.733,0.762
0.781,0.106,0.444
0.177,0.317,0.247
0.297,0.289,0.293
0.511,0.256,0.384
0.207,0.142,0.174
0.579,0.205,0.392
0.067,0.564,0.316
0.695,0.194,0.445
0.673,0.586,0.629
0.034,0.930,0.482
0.118,0.871,0.494
0.099,0.149,0.124
0.593,0.581,0.587
0.360,0.644,0.502
0.222,0.829,0.525
0.010,0.738,0.374
0.693,0.117,0.405
0.982,0.318,0.650
0.129,0.188,0.159
0.963,0.388,0.675
0.696,0.230,0.463
0.601,0.223,0.412
0.170,0.503,0.337
0.846,0.198,0.522
0.093,0.272,0.182
0.928,0.822,0.875
0.565,0.606,0.586
0.612,0.788,0.700
0.930,0.414,0.672
0.081,0.021,0.051
0.992,0.150,0.571
0.742,0.398,0.570
0.497,0.830,0.663
0.022,0.685,0.353
0.423,0.024,0.224
0.712,0.425,0.569
0.293,0.194,0.243
0.881,0.864,0.873
0.635,0.313,0.474
0.665,0.723,0.694
0.263,0.212,0.237
0.233,0.716,0.474
0.678,0.947,0.812
0.515,0.534,0.524
0.925,0.171,0.548
0.484,0.037,0.261
0.756,0.160,0.458
0.246,0.803,0.524
0.170,0.562,0.366
0.685,0.439,0.562
0.392,0.863,0.627
0.799,0.275,0.537
0.955,0.758,0.857
0.126,0.578,0.352
0.608,0.424,0.516
0.687,0.898,0.792
0.278,0.892,0.585
0.689,0.418,0.553
0.760,0.870,0.815
0.378,0.425,0.402
0.291,0.970,0.630
0.042,0.597,0.320
0.618,0.769,0.694
0.187,0.201,0.194
0.204,0.060,0.132
0.104,0.953,0.528
0.842,0.517,0.679
0.076,0.464,0.270
0.308,0.663,0.485
0.500,0.050,0.275
0.723,0.350,0.536
0.683,0.562,0.623
0.409,0.511,0.460
0.113,0.041,0.077
0.148,0.842,0.495
0.658,0.474,0.566
0.693,0.727,0.710
0.909,0.043,0.476
0.358,0.457,0.407
0.341,0.703,0.522
0.843,0.707,0.775
0.435,0.535,0.485
0.534,0.064,0.299
0.853,0.229,0.541
0.890,0.538,0.714
0.103,0.223,0.163
0.498,0.713,0.606
0.765,0.726,0.746
0.509,0.025,0.267
0.075,0.568,0.322
0.962,0.370,0.666
0.662,0.627,0.644
0.699,0.436,0.568
0.383,0.715,0.549
0.378,0.849,0.614
0.323,0.286,0.304
0.047,0.293,0.170
0.402,0.876,0.639
0.165,0.650,0.407
0.718,0.739,0.729
0.603,0.504,0.553
0.390,0.377,0.384
0.145,0.486,0.316
0.434,0.323,0.379
0.103,0.731,0.417
0.321,0.132,0.227
0.656,0.310,0.483
0.932,0.466,0.699
0.400,0.721,0.560
0.983,0.814,0.898
0.213,0.144,0.178
0.546,0.126,0.336
0.089,0.470,0.280
0.169,0.091,0.130
0.213,0.945,0.579
0.170,0.538,0.354
0.911,0.854,0.882
0.811,0.304,0.557
0.115,0.361,0.238
0.739,0.781,0.760
0.716,0.038,0.377
0.568,0.661,0.615
0.272,0.444,0.358
0.476,0.590,0.533
0.712,0.931,0.822
0.084,0.569,0.327
0.847,0.646,0.747
0.675,0.670,0.672
0.504,0.659,0.582
0.443,0.246,0.344
0.784,0.427,0.606
0.435,0.767,0.601
0.458,0.909,0.683
0.390,0.428,0.409
0.208,0.323,0.266
0.376,0.285,0.331
0.179,0.811,0.495
0.461,0.180,0.321
0.156,0.883,0.519
0.742,0.785,0.763
0.680,0.008,0.344
0.092,0.605,0.348
0.498,0.865,0.681
0.827,0.983,0.905
0.769,0.576,0.672
0.089,0.268,0.178
0.876,0.770,0.823
0.002,0.606,0.304
0.043,0.010,0.026
0.583,0.159,0.371
0.383,0.272,0.328
0.963,0.063,0.513
0.982,0.576,0.779
0.981,0.074,0.527
0.697,0.486,0.592
0.270,0.941,0.606
0.401,0.791,0.596
0.506,0.462,0.484
0.042,0.015,0.029
0.398,0.559,0.478
0.369,0.820,0.595
0.462,0.366,0.414
0.440,0.783,0.612
0.388,0.114,0.251
0.229,0.126,0.177
0.356,0.384,0.370
0.250,0.830,0.540
0.509,0.027,0.268
0.478,0.699,0.589
0.264,0.982,0.623
0.716,0.518,0.617
0.607,0.534,0.571
0.635,0.753,0.694
0.935,0.032,0.483
0.022,0.430,0.226
0.339,0.803,0.571
0.689,0.069,0.379
0.454,0.825,0.639
0.269,0.805,0.537
0.206,0.631,0.418
0.259,0.548,0.404
0.854,0.192,0.523
0.778,0.583,0.680
0.648,0.891,0.769
0.597,0.565,0.581
0.511,0.955,0.733
0.077,0.986,0.531
0.955,0.403,0.679
0.280,0.273,0.277
0.550,0.688,0.619
0.648,0.787,0.718
0.589,0.368,0.478
0.289,0.981,0.635
0.436,0.385,0.410
0.644,0.067,0.355
0.664,0.077,0.370
0.919,0.476,0.698
0.206,0.210,0.208
0.998,0.903,0.951
0.723,0.269,0.496
0.864,0.237,0.550
0.029,0.670,0.349
0.890,0.322,0.606
0.841,0.062,0.452
0.751,0.215,0.483
0.988,0.799,0.893
0.452,0.291,0.371
0.665,0.832,0.749
0.525,0.999,0.762
0.152,0.625,0.389
0.259,0.614,0.436
0.095,0.230,0.163
0.860,0.920,0.890
0.386,0.986,0.686
0.624,0.261,0.443
0.902,0.928,0.915
0.627,0.581,0.604
0.665,0.976,0.821
0.161,0.663,0.412
0.310,0.294,0.302
0.036,0.093,0.065
0.213,0.388,0.300
0.987,0.616,0.801
0.239,0.906,0.573
0.513,0.362,0.438
0.957,0.222,0.590
0.246,0.337,0.291
0.224,0.490,0.357
0.941,0.051,0.496
0.047,0.301,0.174
0.700,0.429,0.565
0.560,0.733,0.646
0.047,0.184,0.116
0.125,0.768,0.447
0.314,0.894,0.604
0.735,0.194,0.465
0.598,0.567,0.583
0.075,0.114,0.095
0.434,0.951,0.693
0.124,0.774,0.449
0.684,0.953,0.819
0.765,0.206,0.485
0.533,0.009,0.271
0.887,0.258,0.573
0.015,0.723,0.369
0.433,0.410,0.421
0.846,0.373,0.610
0.901,0.311,0.606
0.002,0.122,0.062
0.117,0.125,0.121
0.633,0.463,0.548
0.104,0.637,0.370
0.494,0.392,0.443
0.599,0.033,0.316
0.442,0.295,0.368
0.227,0.112,0.170
0.674,0.251,0.463
0.461,0.702,0.582
0.817,0.754,0.785
0.894,0.227,0.560
0.690,0.970,0.830
0.969,0.822,0.895
0.413,0.299,0.356
0.648,0.697,0.672
0.451,0.560,0.505
0.236,0.324,0.280
0.594,0.974,0.784
0.921,0.376,0.648
0.926,0.277,0.602
0.987,0.043,0.515
0.601,0.814,0.708
0.282,0.995,0.638
0.417,0.655,0.536
0.703,0.387,0.545
0.143,0.594,0.368
0.538,0.691,0.615
0.033,0.745,0.389
0.241,0.889,0.565
0.631,0.397,0.514
0.562,0.687,0.625
0.414,0.417,0.415
0.324,0.097,0.210
0.558,0.560,0.559
0.306,0.098,0.202
0.005,0.615,0.310
0.685,0.405,0.545
0.712,0.779,0.746
0.464,0.681,0.573
0.048,0.331,0.190
0.840,0.193,0.516
0.599,0.264,0.431
0.529,0.141,0.335
0.891,0.410,0.650
0.214,0.223,0.218
0.550,0.455,0.502
0.279,0.478,0.379
0.834,0.359,0.597
0.228,0.596,0.412
0.470,0.061,0.266
0.712,0.845,0.778
0.451,0.337,0.394
0.007,0.027,0.017
0.399,0.023,0.211
0.151,0.490,0.321
0.310,0.465,0.388
0.319,0.174,0.246
0.236,0.371,0.303
0.797,0.645,0.721
0.444,0.358,0.401
0.610,0.881,0.746
0.841,0.064,0.453
0.003,0.511,0.257
0.566,0.074,0.320
0.759,0.436,0.598
0.423,0.756,0.590
0.543,0.558,0.550
0.071,0.896,0.483
0.949,0.814,0.881
0.640,0.451,0.545
0.086,0.358,0.222
0.568,0.441,0.504
0.058,0.509,0.283
0.881,0.403,0.642
0.748,0.160,0.454
0.466,0.662,0.564
0.702,0.362,0.532
0.917,0.615,0.766
0.088,0.344,0.216
0.960,0.842,0.901
0.458,0.535,0.496
0.854,0.148,0.501
0.864,0.046,0.455
0.037,0.631,0.334
0.723,0.067,0.395
0.172,0.066,0.119
0.535,0.630,0.583
0.325,0.108,0.216
0.418,0.906,0.662
0.909,0.975,0.942
0.414,0.631,0.522
0.921,0.795,0.858
0.660,0.497,0.579
0.673,0.475,0.574
0.930,0.557,0.744
0.440,0.987,0.714
0.096,0.574,0.335
0.319,0.672,0.495
0.702,0.101,0.402
0.209,0.055,0.132
0.358,0.112,0.235
0.787,0.783,0.785
0.965,0.067,0.516
0.343,0.810,0.577
0.002,0.191,0.097
0.455,0.848,0.651
0.449,0.972,0.711
0.968,0.032,0.500
0.800,0.555,0.677
0.358,0.665,0.511
0.564,0.602,0.583
0.506,0.216,0.361
0.553,0.454,0.503
0.960,0.378,0.669
0.528,0.139,0.334
0.315,0.603,0.459
0.281,0.479,0.380
0.730,0.238,0.484
0.807,0.679,0.743
0.909,0.767,0.838
0.433,0.719,0.576
0.529,0.451,0.490
0.013,0.642,0.328
0.185,0.914,0.549
0.531,0.538,0.534
0.847,0.685,0.766
0.338,0.632,0.485
0.500,0.066,0.283
0.215,0.379,0.297
0.852,0.661,0.756
0.481,0.779,0.630
0.543,0.954,0.749
0.979,0.650,0.815
0.602,0.922,0.762
0.459,0.916,0.688
0.938,0.881,0.909
0.789,0.577,0.683
0.144,0.606,0.375
0.881,0.668,0.774
0.318,0.114,0.216
0.079,0.060,0.070
0.789,0.086,0.438
0.920,0.482,0.701
0.550,0.819,0.684
0.452,0.687,0.570
0.875,0.851,0.863
0.573,0.466,0.519
0.767,0.434,0.601
0.766,0.544,0.655
0.480,0.661,0.571
0.179,0.702,0.441
0.117,0.782,0.450
0.580,0.178,0.379
0.929,0.605,0.767
0.259,0.140,0.200
0.564,0.635,0.600
0.788,0.988,0.888
0.014,0.390,0.202
0.720,0.022,0.371
0.690,0.928,0.809
0.329,0.211,0.270
0.068,0.093,0.081
0.770,0.429,0.600
0.695,0.612,0.653
0.140,0.397,0.269
0.612,0.558,0.585
0.739,0.957,0.848
0.099,0.354,0.227
0.710,0.603,0.656
0.904,0.121,0.512
0.001,0.580,0.290
0.834,0.189,0.511
0.789,0.324,0.556
0.589,0.570,0.580
0.426,0.925,0.675
0.593,0.898,0.746
0.494,0.654,0.574
0.551,0.044,0.297
0.850,0.560,0.705
0.482,0.295,0.389
0.232,0.770,0.501
0.492,0.294,0.393
0.360,0.455,0.407
0.116,0.356,0.236
0.124,0.263,0.194
0.686,0.112,0.399
0.370,0.360,0.365
0.439,0.968,0.704
0.476,0.380,0.428
0.457,0.061,0.259
0.481,0.659,0.570
0.400,0.470,0.435
0.547,0.619,0.583
0.405,0.618,0.511
0.012,0.378,0.195
0.712,0.411,0.561
0.057,0.404,0.231
0.880,0.433,0.656
0.488,0.260,0.374
0.510,0.684,0.597
0.296,0.485,0.391
0.575,0.453,0.514
0.025,0.670,0.347
0.029,0.689,0.359
0.375,0.741,0.558
0.857,0.742,0.799
0.720,0.802,0.761
0.226,0.466,0.346
0.372,0.535,0.454
0.406,0.172,0.289
0.556,0.323,0.440
0.583,0.845,0.714
0.255,0.179,0.217
0.339,0.435,0.387
0.398,0.372,0.385
0.884,0.630,0.757
0.339,0.539,0.439
0.996,0.719,0.858
0.651,0.480,0.566
0.340,0.713,0.526
0.573,0.749,0.661
0.685,0.939,0.812
0.969,0.254,0.612
0.907,0.002,0.455
0.577,0.001,0.289
0.362,0.263,0.312
0.383,0.751,0.567
0.316,0.161,0.238
0.411,0.003,0.207
0.266,0.035,0.150
0.120,0.199,0.160
0.210,0.964,0.587
0.528,0.304,0.416
0.856,0.196,0.526
0.142,0.422,0.282
0.905,0.184,0.544
0.641,0.066,0.353
0.145,0.540,0.343
0.543,0.650,0.597
0.284,0.456,0.370
0.051,0.722,0.387
0.723,0.678,0.701
0.979,0.509,0.744
0.694,0.366,0.530
0.127,0.152,0.140
0.589,0.290,0.440
0.249,0.214,0.232
0.308,0.576,0.442
0.477,0.615,0.546
0.404,0.426,0.415
0.558,0.314,0.436
0.944,0.772,0.858
0.085,0.567,0.326
0.396,0.005,0.201
0.255,0.603,0.429
0.146,0.133,0.140
0.549,0.740,0.644
0.243,0.882,0.562
0.549,0.768,0.658
0.049,0.721,0.385
0.885,0.555,0.720
0.094,0.040,0.067
0.708,0.319,0.513
0.591,0.526,0.558
0.223,0.029,0.126
0.886,0.236,0.561
0.868,0.915,0.891
0.721,0.470,0.596
0.926,0.751,0.839
0.805,0.031,0.418
0.134,0.136,0.135
0.581,0.723,0.652
0.563,0.244,0.404
0.878,0.062,0.470
0.770,0.488,0.629
0.300,0.992,0.646
0.289,0.478,0.384
0.131,0.120,0.126
0.832,0.363,0.598
0.536,0.749,0.642
0.432,0.643,0.537
0.406,0.010,0.208
0.742,0.612,0.677
0.695,0.139,0.417
0.314,0.402,0.358
0.208,0.081,0.144
0.709,0.716,0.713
0.161,0.459,0.310
0.698,0.722,0.710
0.121,0.996,0.558
0.495,0.968,0.732
0.427,0.025,0.226
0.591,0.871,0.731
0.452,0.675,0.564
0.133,0.845,0.489
0.508,0.228,0.368
0.105,0.599,0.352
0.980,0.826,0.903
0.130,0.793,0.462
0.408,0.115,0.262
0.094,0.879,0.486
0.476,0.408,0.442
0.280,0.505,0.393
0.254,0.322,0.288
0.361,0.459,0.410
0.913,0.472,0.693
0.090,0.367,0.229
0.893,0.880,0.886
0.079,0.175,0.127
0.033,0.100,0.067
0.626,0.328,0.477
0.948,0.035,0.491
0.174,0.498,0.336
0.117,0.991,0.554
0.289,0.498,0.394
0.262,0.278,0.270
0.487,0.497,0.492
0.016,0.925,0.470
0.829,0.631,0.730
